INFO 2020/04/01 08:27:20 main.go:42: Starting app
2020/04/01 08:27:20 model.go:109: DATABASE_URL variable must look like: postgres://username:password@hostname:port/dbname (not '')
INFO 2020/04/01 08:34:57 main.go:42: Starting app
INFO 2020/04/01 08:36:00 logrequest.go:14: 10.0.0.45:57226 GET /static/css/bootstrap.css?1580161104
INFO 2020/04/01 08:36:00 logrequest.go:14: 10.0.0.45:57226 GET /static/css/global.css?1582295166
INFO 2020/04/01 08:36:00 logrequest.go:14: 10.0.0.45:57226 GET /static/js/jquery.min.js?1580161104
INFO 2020/04/01 08:36:00 logrequest.go:14: 10.0.0.45:57226 GET /static/js/underscore-min.js?1580161104
INFO 2020/04/01 08:36:00 logrequest.go:14: 10.0.0.45:57226 GET /static/js/popper.min.js?1580161104
INFO 2020/04/01 08:36:00 logrequest.go:14: 10.0.0.45:57226 GET /static/js/global.js?1580161104
INFO 2020/04/01 08:36:20 logrequest.go:14: 10.0.0.45:57226 POST /cuota/list
INFO 2020/04/01 08:36:20 logrequest.go:14: 10.0.0.45:57226 GET /favicon.ico
INFO 2020/04/01 08:36:22 logrequest.go:14: 10.0.0.45:57226 GET /cuota/list
INFO 2020/04/01 08:36:22 logrequest.go:14: 10.0.0.45:57226 GET /static/css/bootstrap.css?1580161104
INFO 2020/04/01 08:36:22 logrequest.go:14: 10.0.0.45:57226 GET /static/css/global.css?1582295166
INFO 2020/04/01 08:36:22 logrequest.go:14: 10.0.0.45:57226 GET /static/js/jquery.min.js?1580161104
INFO 2020/04/01 08:36:22 logrequest.go:14: 10.0.0.45:57226 GET /static/js/underscore-min.js?1580161104
INFO 2020/04/01 08:36:22 logrequest.go:14: 10.0.0.45:57226 GET /static/js/popper.min.js?1580161104
INFO 2020/04/01 08:36:22 logrequest.go:14: 10.0.0.45:57226 GET /static/js/global.js?1580161104
INFO 2020/04/01 08:36:22 logrequest.go:14: 10.0.0.45:57226 GET /static/favicons/favicon-32x32.png
INFO 2020/04/01 08:36:26 logrequest.go:14: 10.0.0.45:57226 POST /cuota/list
INFO 2020/04/01 08:36:29 logrequest.go:14: 10.0.0.45:57226 GET /cuota/delete/3125
INFO 2020/04/01 08:36:33 logrequest.go:14: 10.0.0.45:57226 GET /ingreso/list
INFO 2020/04/01 08:36:37 logrequest.go:14: 10.0.0.45:57226 POST /ingreso/list
INFO 2020/04/01 08:36:49 logrequest.go:14: 10.0.0.45:57226 GET /egreso/list
INFO 2020/04/01 08:36:53 logrequest.go:14: 10.0.0.45:57226 POST /egreso/list
INFO 2020/04/01 08:36:55 logrequest.go:14: 10.0.0.45:57226 GET /egreso/update/1786
INFO 2020/04/01 08:37:19 logrequest.go:14: 10.0.0.45:57226 GET /egreso/list
INFO 2020/04/01 08:37:19 logrequest.go:14: 10.0.0.45:57226 GET /static/css/bootstrap.css?1580161104
INFO 2020/04/01 08:37:19 logrequest.go:14: 10.0.0.45:57226 GET /static/css/global.css?1582295166
INFO 2020/04/01 08:37:19 logrequest.go:14: 10.0.0.45:57226 GET /static/js/jquery.min.js?1580161104
INFO 2020/04/01 08:37:19 logrequest.go:14: 10.0.0.45:57226 GET /static/js/underscore-min.js?1580161104
INFO 2020/04/01 08:37:19 logrequest.go:14: 10.0.0.45:57226 GET /static/js/popper.min.js?1580161104
INFO 2020/04/01 08:37:19 logrequest.go:14: 10.0.0.45:57226 GET /static/js/global.js?1580161104
INFO 2020/04/01 08:37:22 logrequest.go:14: 10.0.0.45:57226 POST /egreso/list
INFO 2020/04/01 08:37:25 logrequest.go:14: 10.0.0.45:57226 GET /egreso/delete/1786
INFO 2020/04/01 08:37:31 logrequest.go:14: 10.0.0.45:57226 GET /egreso/list
INFO 2020/04/01 08:37:31 logrequest.go:14: 10.0.0.45:57226 GET /static/css/bootstrap.css?1580161104
INFO 2020/04/01 08:37:31 logrequest.go:14: 10.0.0.45:57226 GET /static/css/global.css?1582295166
INFO 2020/04/01 08:37:31 logrequest.go:14: 10.0.0.45:57226 GET /static/js/jquery.min.js?1580161104
INFO 2020/04/01 08:37:31 logrequest.go:14: 10.0.0.45:57226 GET /static/js/underscore-min.js?1580161104
INFO 2020/04/01 08:37:31 logrequest.go:14: 10.0.0.45:57226 GET /static/js/popper.min.js?1580161104
INFO 2020/04/01 08:37:31 logrequest.go:14: 10.0.0.45:57226 GET /static/js/global.js?1580161104
INFO 2020/04/01 08:37:36 logrequest.go:14: 10.0.0.45:57226 GET /balance/list
INFO 2020/04/01 08:37:38 logrequest.go:14: 10.0.0.45:57226 GET /balance/update/210
INFO 2020/04/01 08:37:40 logrequest.go:14: 10.0.0.45:57226 GET /balance/list
INFO 2020/04/01 08:37:42 logrequest.go:14: 10.0.0.45:57226 GET /balance/delete/209
INFO 2020/04/01 08:37:44 logrequest.go:14: 10.0.0.45:57226 GET /balance/list
INFO 2020/04/01 08:37:49 logrequest.go:14: 10.0.0.45:57226 GET /period/list
INFO 2020/04/01 08:37:51 logrequest.go:14: 10.0.0.45:57226 GET /period/update/212/
INFO 2020/04/01 08:37:51 logrequest.go:14: 10.0.0.45:57226 GET /period/update/212
INFO 2020/04/01 08:37:53 logrequest.go:14: 10.0.0.45:57226 POST /period/update/212
INFO 2020/04/01 08:37:53 logrequest.go:14: 10.0.0.45:57226 GET /period/list
INFO 2020/04/01 08:37:56 logrequest.go:14: 10.0.0.45:57226 GET /period/delete/211/
INFO 2020/04/01 08:37:56 logrequest.go:14: 10.0.0.45:57226 GET /period/delete/211
INFO 2020/04/01 08:37:58 logrequest.go:14: 10.0.0.45:57226 POST /period/delete/211
INFO 2020/04/01 08:37:58 logrequest.go:14: 10.0.0.45:57226 GET /period/list
INFO 2020/04/01 08:38:02 logrequest.go:14: 10.0.0.45:57226 GET /balance/list
INFO 2020/04/01 08:38:03 logrequest.go:14: 10.0.0.45:57226 GET /balance/update/210
INFO 2020/04/01 08:38:05 logrequest.go:14: 10.0.0.45:57226 POST /balance/update/210
INFO 2020/04/01 08:38:05 logrequest.go:14: 10.0.0.45:57226 GET /balance/list
INFO 2020/04/01 08:38:06 logrequest.go:14: 10.0.0.45:57226 GET /balance/delete/209
INFO 2020/04/01 08:38:07 logrequest.go:14: 10.0.0.45:57226 POST /balance/delete/209
INFO 2020/04/01 08:38:07 logrequest.go:14: 10.0.0.45:57226 GET /balance/list
INFO 2020/04/01 08:38:15 logrequest.go:14: 10.0.0.45:57226 GET /logout
INFO 2020/04/01 08:38:15 logrequest.go:14: 10.0.0.45:57226 GET /
INFO 2020/04/01 08:38:15 logrequest.go:14: 10.0.0.45:57226 GET /static/favicons/jpeg/imp_2_izq.jpg
INFO 2020/04/01 08:38:15 logrequest.go:14: 10.0.0.45:57226 GET /static/favicons/jpeg/imp_2_cent.jpg
INFO 2020/04/01 08:38:15 logrequest.go:14: 10.0.0.45:57226 GET /static/favicons/jpeg/imp_2_der.jpg
INFO 2020/04/01 08:38:15 logrequest.go:14: 10.0.0.45:57226 GET /static/favicons/jpeg/imp_2_caset.jpg
INFO 2020/04/01 08:49:12 logrequest.go:14: 10.0.0.45:57226 GET /login
INFO 2020/04/01 08:49:19 logrequest.go:14: 10.0.0.45:57226 POST /login
INFO 2020/04/01 08:49:19 logrequest.go:14: 10.0.0.45:57226 GET /
INFO 2020/04/01 08:49:23 logrequest.go:14: 10.0.0.45:57226 GET /cuota/list
INFO 2020/04/01 08:58:37 main.go:42: Starting app
INFO 2020/04/01 08:58:37 route.go:36: HTTPS routes LoadHTTP
INFO 2020/04/01 08:58:37 route.go:369: middleware felipe
INFO 2020/04/01 08:58:37 route.go:30: HTTPS routes LoadHTTPS
INFO 2020/04/01 08:58:37 route.go:369: middleware felipe
INFO 2020/04/01 08:58:37 server.go:35: 0.0.0.0:4430
2020/04/01 08:58:44 server.go:3056: http: TLS handshake error from 10.0.0.45:57796: remote error: tls: unknown certificate
INFO 2020/04/01 08:58:44 logrequest.go:14: 10.0.0.45:57798 GET /user/list
INFO 2020/04/01 08:58:45 logrequest.go:14: 10.0.0.45:57798 GET /user/update/9
INFO 2020/04/01 08:58:46 logrequest.go:14: 10.0.0.45:57798 GET /static/favicons/icon_a/iconbravew.png
INFO 2020/04/01 08:58:48 logrequest.go:14: 10.0.0.45:57798 POST /user/update/9
INFO 2020/04/01 08:58:48 logrequest.go:14: 10.0.0.45:57798 GET /user/list/
INFO 2020/04/01 08:58:48 logrequest.go:14: 10.0.0.45:57798 GET /user/list
INFO 2020/04/01 08:58:50 logrequest.go:14: 10.0.0.45:57798 GET /user/delete/12
INFO 2020/04/01 08:58:50 logrequest.go:14: 10.0.0.45:57798 GET /static/favicons/icon_a/iconfsociety.png
INFO 2020/04/01 08:58:52 logrequest.go:14: 10.0.0.45:57798 POST /user/update/12
INFO 2020/04/01 08:58:52 logrequest.go:14: 10.0.0.45:57798 GET /user/list/
INFO 2020/04/01 08:58:52 logrequest.go:14: 10.0.0.45:57798 GET /user/list
INFO 2020/04/01 08:58:56 logrequest.go:14: 10.0.0.45:57798 GET /cuota/list
INFO 2020/04/01 08:59:00 logrequest.go:14: 10.0.0.45:57798 POST /cuota/list
INFO 2020/04/01 08:59:02 logrequest.go:14: 10.0.0.45:57798 GET /cuota/update/3109
INFO 2020/04/01 08:59:04 logrequest.go:14: 10.0.0.45:57798 POST /cuota/update/3109
INFO 2020/04/01 08:59:04 logrequest.go:14: 10.0.0.45:57798 GET /cuota/list
INFO 2020/04/01 08:59:12 logrequest.go:14: 10.0.0.45:57798 POST /cuota/list
INFO 2020/04/01 08:59:14 logrequest.go:14: 10.0.0.45:57798 GET /cuota/delete/3072
INFO 2020/04/01 08:59:15 logrequest.go:14: 10.0.0.45:57798 POST /cuota/delete/3072
INFO 2020/04/01 08:59:15 logrequest.go:14: 10.0.0.45:57798 GET /cuota/list
INFO 2020/04/01 08:59:21 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/list
INFO 2020/04/01 08:59:25 logrequest.go:14: 10.0.0.45:57798 POST /ingreso/list
INFO 2020/04/01 08:59:27 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/update/66
INFO 2020/04/01 08:59:28 logrequest.go:14: 10.0.0.45:57798 POST /ingreso/update/66
INFO 2020/04/01 08:59:28 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/list
INFO 2020/04/01 08:59:33 logrequest.go:14: 10.0.0.45:57798 POST /ingreso/list
INFO 2020/04/01 08:59:34 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/delete/66
INFO 2020/04/01 08:59:36 logrequest.go:14: 10.0.0.45:57798 POST /ingreso/delete/66
INFO 2020/04/01 08:59:36 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/list
INFO 2020/04/01 08:59:51 logrequest.go:14: 10.0.0.45:57798 GET /egreso/list
INFO 2020/04/01 08:59:58 logrequest.go:14: 10.0.0.45:57798 POST /egreso/list
INFO 2020/04/01 09:00:00 logrequest.go:14: 10.0.0.45:57798 GET /egreso/update/1786
INFO 2020/04/01 09:00:12 logrequest.go:14: 10.0.0.45:57798 POST /egreso/update/1786
INFO 2020/04/01 09:00:12 logrequest.go:14: 10.0.0.45:57798 GET /egreso/list
INFO 2020/04/01 09:00:23 logrequest.go:14: 10.0.0.45:57798 GET /logout
INFO 2020/04/01 09:00:23 logrequest.go:14: 10.0.0.45:57798 GET /
INFO 2020/04/01 09:00:23 logrequest.go:14: 10.0.0.45:57798 GET /static/favicons/jpeg/imp_2_izq.jpg
INFO 2020/04/01 09:00:23 logrequest.go:14: 10.0.0.45:57798 GET /static/favicons/jpeg/imp_2_cent.jpg
INFO 2020/04/01 09:00:23 logrequest.go:14: 10.0.0.45:57798 GET /static/favicons/jpeg/imp_2_der.jpg
INFO 2020/04/01 09:00:23 logrequest.go:14: 10.0.0.45:57798 GET /static/favicons/jpeg/imp_2_caset.jpg
INFO 2020/04/01 09:12:52 logrequest.go:14: 10.0.0.45:57798 GET /login
INFO 2020/04/01 09:13:02 logrequest.go:14: 10.0.0.45:57798 POST /login
INFO 2020/04/01 09:13:02 logrequest.go:14: 10.0.0.45:57798 GET /
INFO 2020/04/01 09:13:02 logrequest.go:14: 10.0.0.45:57798 GET /static/css/bootstrap.css?1580161104
INFO 2020/04/01 09:13:02 logrequest.go:14: 10.0.0.45:57798 GET /static/css/global.css?1582295166
INFO 2020/04/01 09:16:38 logrequest.go:14: 10.0.0.45:57798 GET /cuota/periodo/register
INFO 2020/04/01 09:16:38 logrequest.go:14: 10.0.0.45:57798 GET /static/css/bootstrap.css?1580161104
INFO 2020/04/01 09:16:38 logrequest.go:14: 10.0.0.45:57798 GET /static/css/global.css?1582295166
INFO 2020/04/01 09:16:42 logrequest.go:14: 10.0.0.45:57798 POST /cuota/periodo/register
INFO 2020/04/01 09:17:29 logrequest.go:14: 10.0.0.45:57798 GET /cuota/list
INFO 2020/04/01 09:17:33 logrequest.go:14: 10.0.0.45:57798 POST /cuota/list
INFO 2020/04/01 09:18:01 logrequest.go:14: 10.0.0.45:57798 GET /cuota/update/3108
INFO 2020/04/01 09:18:03 logrequest.go:14: 10.0.0.45:57798 POST /cuota/update/3108
INFO 2020/04/01 09:18:03 logrequest.go:14: 10.0.0.45:57798 GET /cuota/list
INFO 2020/04/01 09:18:08 logrequest.go:14: 10.0.0.45:57798 POST /cuota/list
INFO 2020/04/01 09:18:09 logrequest.go:14: 10.0.0.45:57798 GET /cuota/delete/3112
INFO 2020/04/01 09:18:13 logrequest.go:14: 10.0.0.45:57798 POST /cuota/delete/3112
INFO 2020/04/01 09:18:13 logrequest.go:14: 10.0.0.45:57798 GET /cuota/list
INFO 2020/04/01 09:18:19 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/list
INFO 2020/04/01 09:18:58 logrequest.go:14: 10.0.0.45:57798 POST /ingreso/list
INFO 2020/04/01 09:18:59 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/update/66
INFO 2020/04/01 09:19:05 logrequest.go:14: 10.0.0.45:57798 POST /ingreso/update/66
INFO 2020/04/01 09:19:05 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/list
INFO 2020/04/01 09:19:11 logrequest.go:14: 10.0.0.45:57798 POST /ingreso/list
INFO 2020/04/01 09:19:14 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/delete/66
INFO 2020/04/01 09:19:16 logrequest.go:14: 10.0.0.45:57798 POST /ingreso/delete/66
INFO 2020/04/01 09:19:16 logrequest.go:14: 10.0.0.45:57798 GET /ingreso/list
INFO 2020/04/01 09:19:24 logrequest.go:14: 10.0.0.45:57798 GET /egreso/periodo/register
INFO 2020/04/01 09:19:27 logrequest.go:14: 10.0.0.45:57798 POST /ingreso/periodo/register
INFO 2020/04/01 09:19:32 logrequest.go:14: 10.0.0.45:57798 GET /egreso/list
INFO 2020/04/01 09:19:36 logrequest.go:14: 10.0.0.45:57798 POST /egreso/list
INFO 2020/04/01 09:19:53 logrequest.go:14: 10.0.0.45:57798 GET /egreso/update/1808
INFO 2020/04/01 09:20:10 logrequest.go:14: 10.0.0.45:57798 POST /egreso/update/1808
INFO 2020/04/01 09:20:10 logrequest.go:14: 10.0.0.45:57798 GET /egreso/list
INFO 2020/04/01 09:20:18 logrequest.go:14: 10.0.0.45:57798 POST /egreso/list
INFO 2020/04/01 09:20:19 logrequest.go:14: 10.0.0.45:57798 GET /egreso/delete/1788
INFO 2020/04/01 09:20:32 logrequest.go:14: 10.0.0.45:57798 GET /balance/register
INFO 2020/04/01 09:22:26 logrequest.go:14: 10.0.0.45:57798 GET /balance/list
INFO 2020/04/01 09:22:28 logrequest.go:14: 10.0.0.45:57798 GET /balance/update/209
INFO 2020/04/01 09:22:29 logrequest.go:14: 10.0.0.45:57798 POST /balance/update/209
INFO 2020/04/01 09:22:29 logrequest.go:14: 10.0.0.45:57798 GET /balance/list
INFO 2020/04/01 09:22:31 logrequest.go:14: 10.0.0.45:57798 GET /balance/delete/209
INFO 2020/04/01 09:22:33 logrequest.go:14: 10.0.0.45:57798 POST /balance/delete/209
INFO 2020/04/01 09:22:33 logrequest.go:14: 10.0.0.45:57798 GET /balance/list
INFO 2020/04/01 09:22:36 logrequest.go:14: 10.0.0.45:57798 GET /period/list
INFO 2020/04/01 09:22:38 logrequest.go:14: 10.0.0.45:57798 GET /period/update/211/
INFO 2020/04/01 09:22:38 logrequest.go:14: 10.0.0.45:57798 GET /period/update/211
INFO 2020/04/01 09:22:39 logrequest.go:14: 10.0.0.45:57798 POST /period/update/211
INFO 2020/04/01 09:22:40 logrequest.go:14: 10.0.0.45:57798 GET /period/list
INFO 2020/04/01 09:22:41 logrequest.go:14: 10.0.0.45:57798 GET /period/delete/211/
INFO 2020/04/01 09:22:41 logrequest.go:14: 10.0.0.45:57798 GET /period/delete/211
INFO 2020/04/01 10:56:32 logrequest.go:14: 87.98.177.109:39210 GET /setup/index.jsp
INFO 2020/04/01 11:03:06 logrequest.go:14: 187.8.182.21:58112 GET /setup/index.jsp
INFO 2020/04/01 11:51:44 main.go:42: Starting app
INFO 2020/04/01 11:51:44 route.go:36: HTTPS routes LoadHTTP
INFO 2020/04/01 11:51:44 route.go:369: middleware felipe
INFO 2020/04/01 11:51:44 route.go:30: HTTPS routes LoadHTTPS
INFO 2020/04/01 11:51:44 route.go:369: middleware felipe
INFO 2020/04/01 11:51:44 server.go:35: 0.0.0.0:4430
2020/04/01 11:51:58 server.go:3056: http: TLS handshake error from 10.0.0.45:59154: remote error: tls: unknown certificate
INFO 2020/04/01 11:51:58 logrequest.go:14: 10.0.0.45:59156 GET /cuota/periodo/register
INFO 2020/04/01 11:52:02 logrequest.go:14: 10.0.0.45:59156 POST /cuota/periodo/register
INFO 2020/04/01 11:52:09 logrequest.go:14: 10.0.0.45:59156 GET /cuota/list
INFO 2020/04/01 11:52:13 logrequest.go:14: 10.0.0.45:59156 POST /cuota/list
INFO 2020/04/01 11:52:20 logrequest.go:14: 10.0.0.45:59156 GET /cuota/update/3108
INFO 2020/04/01 11:52:26 logrequest.go:14: 10.0.0.45:59156 POST /cuota/update/3108
INFO 2020/04/01 11:52:26 logrequest.go:14: 10.0.0.45:59156 GET /cuota/list
INFO 2020/04/01 12:10:34 logrequest.go:14: 10.0.0.45:59156 GET /cuota/list
INFO 2020/04/01 12:10:39 logrequest.go:14: 10.0.0.45:59156 POST /cuota/list
INFO 2020/04/01 12:11:14 logrequest.go:14: 10.0.0.45:59156 GET /cuota/list
INFO 2020/04/01 12:11:18 logrequest.go:14: 10.0.0.45:59156 POST /cuota/list
INFO 2020/04/01 12:11:43 logrequest.go:14: 10.0.0.45:59156 GET /cuota/update/3128
INFO 2020/04/01 12:11:45 logrequest.go:14: 10.0.0.45:59156 POST /cuota/update/3128
INFO 2020/04/01 12:11:45 logrequest.go:14: 10.0.0.45:59156 GET /cuota/list
INFO 2020/04/01 12:12:06 logrequest.go:14: 10.0.0.45:59156 POST /cuota/list
INFO 2020/04/01 12:12:08 logrequest.go:14: 10.0.0.45:59156 GET /cuota/delete/3108
INFO 2020/04/01 12:12:10 logrequest.go:14: 10.0.0.45:59156 POST /cuota/delete/3108
INFO 2020/04/01 12:12:10 logrequest.go:14: 10.0.0.45:59156 GET /cuota/list
INFO 2020/04/01 12:12:25 logrequest.go:14: 10.0.0.45:59156 GET /ingreso/periodo/register
INFO 2020/04/01 12:12:30 logrequest.go:14: 10.0.0.45:59156 GET /ingreso/periodo/register
INFO 2020/04/01 12:12:35 logrequest.go:14: 10.0.0.45:59156 POST /ingreso/periodo/register
INFO 2020/04/01 12:12:39 logrequest.go:14: 10.0.0.45:59156 GET /ingreso/list
INFO 2020/04/01 12:12:43 logrequest.go:14: 10.0.0.45:59156 POST /ingreso/list
INFO 2020/04/01 12:12:54 logrequest.go:14: 10.0.0.45:59156 POST /ingreso/list
INFO 2020/04/01 12:12:58 logrequest.go:14: 10.0.0.45:59156 GET /ingreso/update/66
INFO 2020/04/01 12:13:00 logrequest.go:14: 10.0.0.45:59156 POST /ingreso/update/66
INFO 2020/04/01 12:13:00 logrequest.go:14: 10.0.0.45:59156 GET /ingreso/list
INFO 2020/04/01 12:13:08 logrequest.go:14: 10.0.0.45:59156 POST /ingreso/list
INFO 2020/04/01 12:13:14 logrequest.go:14: 10.0.0.45:59156 POST /ingreso/list
INFO 2020/04/01 12:13:16 logrequest.go:14: 10.0.0.45:59156 GET /ingreso/delete/66
INFO 2020/04/01 12:13:22 logrequest.go:14: 10.0.0.45:59156 POST /ingreso/delete/66
INFO 2020/04/01 12:13:22 logrequest.go:14: 10.0.0.45:59156 GET /ingreso/list
INFO 2020/04/01 12:13:26 logrequest.go:14: 10.0.0.45:59156 GET /egreso/periodo/register
INFO 2020/04/01 12:13:27 logrequest.go:14: 10.0.0.45:59156 POST /ingreso/periodo/register
INFO 2020/04/01 12:13:30 logrequest.go:14: 10.0.0.45:59156 GET /egreso/list
INFO 2020/04/01 12:13:35 logrequest.go:14: 10.0.0.45:59156 POST /egreso/list
INFO 2020/04/01 12:13:43 logrequest.go:14: 10.0.0.45:59156 GET /egreso/update/1805
INFO 2020/04/01 12:14:02 logrequest.go:14: 10.0.0.45:59156 POST /egreso/update/1805
INFO 2020/04/01 12:14:02 logrequest.go:14: 10.0.0.45:59156 GET /egreso/list
INFO 2020/04/01 12:14:14 logrequest.go:14: 10.0.0.45:59156 POST /egreso/list
INFO 2020/04/01 12:14:16 logrequest.go:14: 10.0.0.45:59156 GET /egreso/delete/1806
INFO 2020/04/01 12:14:18 logrequest.go:14: 10.0.0.45:59156 POST /egreso/delete/1806
INFO 2020/04/01 12:14:18 logrequest.go:14: 10.0.0.45:59156 GET /egreso/list
INFO 2020/04/01 12:20:48 logrequest.go:14: 41.66.237.250:42478 GET /setup/index.jsp
INFO 2020/04/01 17:34:30 main.go:42: Starting app
INFO 2020/04/01 17:34:30 route.go:36: HTTPS routes LoadHTTP
INFO 2020/04/01 17:34:30 route.go:369: middleware felipe
INFO 2020/04/01 17:34:30 route.go:30: HTTPS routes LoadHTTPS
INFO 2020/04/01 17:34:30 route.go:369: middleware felipe
INFO 2020/04/01 17:34:30 server.go:35: 0.0.0.0:4430
2020/04/01 17:36:09 server.go:3056: http: TLS handshake error from 10.0.0.45:34846: remote error: tls: unknown certificate
INFO 2020/04/01 17:36:09 logrequest.go:14: 10.0.0.45:34848 GET /egreso/list
INFO 2020/04/01 17:36:09 logrequest.go:14: 10.0.0.45:34848 GET /static/css/bootstrap.css?1580161104
INFO 2020/04/01 17:36:09 logrequest.go:14: 10.0.0.45:34848 GET /static/js/popper.min.js?1580161104
INFO 2020/04/01 17:36:09 logrequest.go:14: 10.0.0.45:34848 GET /static/js/underscore-min.js?1580161104
INFO 2020/04/01 17:36:09 logrequest.go:14: 10.0.0.45:34848 GET /static/js/jquery.min.js?1580161104
INFO 2020/04/01 17:36:09 logrequest.go:14: 10.0.0.45:34848 GET /static/js/global.js?1580161104
INFO 2020/04/01 17:36:09 logrequest.go:14: 10.0.0.45:34848 GET /static/css/global.css?1582295166
INFO 2020/04/01 17:36:15 logrequest.go:14: 10.0.0.45:34848 POST /egreso/list
INFO 2020/04/01 17:36:19 logrequest.go:14: 10.0.0.45:34848 GET /logout
INFO 2020/04/01 17:36:19 logrequest.go:14: 10.0.0.45:34848 GET /
INFO 2020/04/01 17:36:19 logrequest.go:14: 10.0.0.45:34848 GET /static/favicons/jpeg/imp_2_izq.jpg
INFO 2020/04/01 17:36:19 logrequest.go:14: 10.0.0.45:34848 GET /static/favicons/jpeg/imp_2_cent.jpg
INFO 2020/04/01 17:36:19 logrequest.go:14: 10.0.0.45:34848 GET /static/favicons/jpeg/imp_2_der.jpg
INFO 2020/04/01 17:36:19 logrequest.go:14: 10.0.0.45:34848 GET /static/favicons/jpeg/imp_2_caset.jpg
INFO 2020/04/01 17:45:34 logrequest.go:14: 10.0.0.45:34848 GET /login
INFO 2020/04/01 17:45:43 logrequest.go:14: 10.0.0.45:34848 POST /login
INFO 2020/04/01 17:45:43 logrequest.go:14: 10.0.0.45:34848 GET /
INFO 2020/04/01 17:45:43 logrequest.go:14: 10.0.0.45:34848 GET /static/css/bootstrap.css?1580161104
INFO 2020/04/01 17:45:43 logrequest.go:14: 10.0.0.45:34848 GET /static/css/global.css?1582295166
INFO 2020/04/01 17:45:48 logrequest.go:14: 10.0.0.45:34848 GET /user/list
INFO 2020/04/01 17:45:48 logrequest.go:14: 10.0.0.45:34848 GET /static/css/bootstrap.css?1580161104
INFO 2020/04/01 17:45:48 logrequest.go:14: 10.0.0.45:34848 GET /static/css/global.css?1582295166
INFO 2020/04/01 17:45:50 logrequest.go:14: 10.0.0.45:34848 GET /user/update/7
INFO 2020/04/01 17:45:50 logrequest.go:14: 10.0.0.45:34848 GET /static/favicons/icon_a/iconstudm75.png
INFO 2020/04/01 17:46:08 logrequest.go:14: 10.0.0.45:34848 GET /user/list
INFO 2020/04/01 17:46:11 logrequest.go:14: 10.0.0.45:34848 GET /user/delete/8
INFO 2020/04/01 17:46:11 logrequest.go:14: 10.0.0.45:34848 GET /static/favicons/icon_a/iconneom.png
